title,genre,genre_count,network,network_address,rating,episode_id,episode_number,episode_title,release_date,actor,popularity,character
Chucky,Crime,5606,USA Network,"New York City, New York",79,14,14,He Is Risen Indeed,2022-11-09,Christine Elise,0.13,Kyle
Chucky,Crime,5606,USA Network,"New York City, New York",79,14,14,He Is Risen Indeed,2022-11-09,Rosemary Dunsmore,0.12,Dr. Mixter
Chucky,Crime,5606,USA Network,"New York City, New York",79,15,15,Goin' to the Chapel,2022-11-16,Fiona Dourif,0.11,Nica Pierce
Chucky,Crime,5606,USA Network,"New York City, New York",79,15,15,Goin' to the Chapel,2022-11-16,Christine Elise,0.13,Kyle
Chucky,Crime,5606,USA Network,"New York City, New York",79,15,15,Goin' to the Chapel,2022-11-16,Rosemary Dunsmore,0.12,Dr. Mixter
Chucky,Crime,5606,USA Network,"New York City, New York",79,16,16,Chucky Actually,2022-11-23,Fiona Dourif,0.11,Nica Pierce
Chucky,Crime,5606,USA Network,"New York City, New York",79,16,16,Chucky Actually,2022-11-23,Jennifer Tilly,0.24,Tiffany Valentine
Chucky,Crime,5606,USA Network,"New York City, New York",79,16,16,Chucky Actually,2022-11-23,Carina Battrick,0.05,Caroline Cross
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,,,,,Kate del Castillo,0.14,Teresa Mendoza
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,17,1,Episode 1,2011-02-28,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,18,2,Episode 2,2011-03-01,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,19,3,Episode 3,2011-03-02,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,20,4,Episode 4,2011-03-03,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,21,5,Episode 5,2011-03-04,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,22,6,Episode 6,2011-03-07,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,23,7,Episode 7,2011-03-08,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,24,8,Episode 8,2011-03-09,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,25,9,Episode 9,2011-03-10,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,26,10,Episode 10,2011-03-11,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,27,11,Episode 11,2011-03-14,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,28,12,Episode 12,2011-03-15,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,29,13,Episode 13,2011-03-16,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,30,14,Episode 14,2011-03-17,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,31,15,Episode 15,2011-03-18,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,32,16,Episode 16,2011-03-21,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,33,17,Episode 17,2011-03-22,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,34,18,Episode 18,2011-03-23,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,35,19,Episode 19,2011-03-24,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,36,20,Episode 20,2011-03-25,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,37,21,Episode 21,2011-03-28,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,38,22,Episode 22,2011-03-29,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,39,23,Episode 23,2011-03-30,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,40,24,Episode 24,2011-03-31,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,41,25,Episode 25,2011-04-01,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,42,26,Episode 26,2011-04-04,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,43,27,Episode 27,2011-04-05,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,44,28,Episode 28,2011-04-06,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,45,29,Episode 29,2011-04-07,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,46,30,Episode 30,2011-04-08,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,47,31,Episode 31,2011-04-11,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,48,32,Episode 32,2011-04-12,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,49,33,Episode 33,2011-04-13,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,50,34,Episode 34,2011-04-14,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,51,35,Episode 35,2011-04-15,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,52,36,Episode 36,2011-04-18,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,53,37,Episode 37,2011-04-19,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,54,38,Episode 38,2011-04-20,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,55,39,Episode 39,2011-04-21,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,56,40,Episode 40,2011-04-25,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,57,41,Episode 41,2011-04-26,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,58,42,Episode 42,2011-04-27,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,59,43,Episode 43,2011-05-02,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,60,44,Episode 44,2011-05-03,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,61,45,Episode 45,2011-05-04,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,62,46,Episode 46,2011-05-05,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,63,47,Episode 47,2011-05-06,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,64,48,Episode 48,2011-05-09,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,65,49,Episode 49,2011-05-10,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,66,50,Episode 50,2011-05-11,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,67,51,Episode 51,2011-05-12,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,68,52,Episode 52,2011-05-13,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,69,53,Episode 53,2011-05-16,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,70,54,Episode 54,2011-05-17,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,71,55,Episode 55,2011-05-18,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,72,56,Episode 56,2011-05-19,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,73,57,Episode 57,2011-05-20,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,74,58,Episode 58,2011-05-23,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,75,59,Episode 59,2011-05-24,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,76,60,Episode 60,2011-05-25,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,77,61,Episode 61,2011-05-26,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,78,62,Episode 62,2011-05-27,,,
La Reina del Sur,Drama,27537,Telemundo,"Miami, Florida",78,79,63,Episode 63,2011-05-30,,,
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,,,,,Norman Reedus,0.37,Daryl Dixon
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,,,,,Melissa McBride,0.24,Carol Peletier
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,,,,,Lauren Cohan,0.39,Maggie Greene
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,,,,,Christian Serratos,0.28,Rosita Espinosa
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,,,,,Josh McDermitt,0.1,Eugene Porter
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,80,1,Days Gone Bye,2010-10-31,Emma Bell,0.1,Amy
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,80,1,Days Gone Bye,2010-10-31,Lennie James,0.23,Morgan Jones
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,80,1,Days Gone Bye,2010-10-31,Linds Edwards,0.02,Leon Basset
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,81,2,Guts,2010-11-07,Michael Rooker,0.24,Merle Dixon
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,81,2,Guts,2010-11-07,Emma Bell,0.1,Amy
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,81,2,Guts,2010-11-07,Irone Singleton,0.06,T-Dog
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,82,3,Tell It to the Frogs,2010-11-14,Norman Reedus,0.37,Daryl Dixon
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,82,3,Tell It to the Frogs,2010-11-14,Melissa McBride,0.24,Carol Peletier
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,82,3,Tell It to the Frogs,2010-11-14,Michael Rooker,0.24,Merle Dixon
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,83,4,Vatos,2010-11-21,Norman Reedus,0.37,Daryl Dixon
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,83,4,Vatos,2010-11-21,Melissa McBride,0.24,Carol Peletier
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,83,4,Vatos,2010-11-21,Emma Bell,0.1,Amy
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,84,5,Wildfire,2010-11-28,Norman Reedus,0.37,Daryl Dixon
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,84,5,Wildfire,2010-11-28,Melissa McBride,0.24,Carol Peletier
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,84,5,Wildfire,2010-11-28,Emma Bell,0.1,Amy
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,85,6,TS-19,2010-12-05,Norman Reedus,0.37,Daryl Dixon
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,85,6,TS-19,2010-12-05,Melissa McBride,0.24,Carol Peletier
The Walking Dead,Action & Adventure,6261,AMC,"New York City, New York",81,85,6,TS-19,2010-12-05,Irone Singleton,0.06,T-Dog
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,,,,,Chloë Grace Moretz,1.0,Flynne Fisher
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,,,,,Gary Carr,0.07,Wilf Netherton
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,,,,,Jack Reynor,0.33,Burton Fisher
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,,,,,JJ Feild,0.09,Lev Zubov
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,,,,,T'Nia Miller,0.11,Dr. Cherise Nuland
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,86,1,Pilot,2022-10-20,David Hoflin,0.05,Daniel
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,86,1,Pilot,2022-10-20,Miles Barrow,0.01,Macon
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,86,1,Pilot,2022-10-20,Gavin Dunn,0.01,Edward
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,87,2,Empathy Bonus,2022-10-20,David Hoflin,0.05,Daniel
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,87,2,Empathy Bonus,2022-10-20,Harrison Gilbertson,0.07,Atticus
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,87,2,Empathy Bonus,2022-10-20,Duke Davis Roberts,0.01,Cash
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,88,3,Haptic Drift,2022-10-27,David Hoflin,0.05,Daniel
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,88,3,Haptic Drift,2022-10-27,Miles Barrow,0.01,Macon
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,88,3,Haptic Drift,2022-10-27,Gavin Dunn,0.01,Edward
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,89,4,Jackpot,2022-11-03,David Hoflin,0.05,Daniel
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,89,4,Jackpot,2022-11-03,Miles Barrow,0.01,Macon
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,89,4,Jackpot,2022-11-03,Gavin Dunn,0.01,Edward
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,90,5,What About Bob?,2022-11-10,David Hoflin,0.05,Daniel
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,90,5,What About Bob?,2022-11-10,Chuku Modu,0.09,Carlos
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,90,5,What About Bob?,2022-11-10,Poppy Corby-Tuech,0.09,Mariel Raphael
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,91,6,Fuck You and Eat Shit,2022-11-17,Miles Barrow,0.01,Macon
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,91,6,Fuck You and Eat Shit,2022-11-17,Chuku Modu,0.09,Carlos
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,91,6,Fuck You and Eat Shit,2022-11-17,Rachel Browne,0.01,Female Surgeon
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,92,7,The Doodad,2022-11-24,David Hoflin,0.05,Daniel
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,92,7,The Doodad,2022-11-24,Miles Barrow,0.01,Macon
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,92,7,The Doodad,2022-11-24,Moe Bar-El,0.03,Reece
The Peripheral,Sci-Fi & Fantasy,5370,Amazon,"Santa Monica, California, USA",82,93,8,The Creation of a Thousand Forests,2022-12-01,,,
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,,,,,Paddy Considine,0.28,King Viserys I Targaryen
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,,,,,Matt Smith,0.39,Prince Daemon Targaryen
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,,,,,Emma D'Arcy,0.28,Princess Rhaenyra Targaryen
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,,,,,Olivia Cooke,0.42,Alicent Hightower
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,,,,,Rhys Ifans,0.38,Ser Otto Hightower
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,94,1,The Heirs of the Dragon,2022-08-21,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,94,1,The Heirs of the Dragon,2022-08-21,Sian Brooke,0.09,Queen Aemma Arryn
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,94,1,The Heirs of the Dragon,2022-08-21,David Horovitch,0.03,Grand Maester Mellos
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,95,2,The Rogue Prince,2022-08-28,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,95,2,The Rogue Prince,2022-08-28,David Horovitch,0.03,Grand Maester Mellos
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,95,2,The Rogue Prince,2022-08-28,Bill Paterson,0.11,Lord Lyman Beesbury
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,96,3,Second of His Name,2022-09-04,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,96,3,Second of His Name,2022-09-04,David Horovitch,0.03,Grand Maester Mellos
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,96,3,Second of His Name,2022-09-04,Bill Paterson,0.11,Lord Lyman Beesbury
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,97,4,King of the Narrow Sea,2022-09-11,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,97,4,King of the Narrow Sea,2022-09-11,David Horovitch,0.03,Grand Maester Mellos
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,97,4,King of the Narrow Sea,2022-09-11,Bill Paterson,0.11,Lord Lyman Beesbury
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,98,5,We Light the Way,2022-09-18,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,98,5,We Light the Way,2022-09-18,David Horovitch,0.03,Grand Maester Mellos
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,98,5,We Light the Way,2022-09-18,Bill Paterson,0.11,Lord Lyman Beesbury
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,99,6,The Princess and the Queen,2022-09-25,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,99,6,The Princess and the Queen,2022-09-25,Bill Paterson,0.11,Lord Lyman Beesbury
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,99,6,The Princess and the Queen,2022-09-25,Gavin Spokes,0.07,Lord Lyonel Strong
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,100,7,Driftmark,2022-10-02,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,100,7,Driftmark,2022-10-02,Matthew Needham,0.04,Larys 'Clubfoot' Strong
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,100,7,Driftmark,2022-10-02,Wil Johnson,0.02,Ser Vaemond Velaryon
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,101,8,The Lord of the Tides,2022-10-09,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,101,8,The Lord of the Tides,2022-10-09,Bill Paterson,0.11,Lord Lyman Beesbury
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,101,8,The Lord of the Tides,2022-10-09,Elliott Tittensor,0.06,Ser Erryk Cargyll
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,102,9,The Green Council,2022-10-16,Graham McTavish,0.17,Ser Harrold Westerling
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,102,9,The Green Council,2022-10-16,Bill Paterson,0.11,Lord Lyman Beesbury
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,102,9,The Green Council,2022-10-16,Elliott Tittensor,0.06,Ser Erryk Cargyll
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,103,10,The Black Queen,2022-10-23,Elliott Tittensor,0.06,Ser Erryk Cargyll
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,103,10,The Black Queen,2022-10-23,Luke Tittensor,0.03,Ser Arryk Cargyll
House of the Dragon,Sci-Fi & Fantasy,5370,HBO,"New York City, New York",85,103,10,The Black Queen,2022-10-23,Anthony Flanagan,0.05,Ser Steffon Darklyn
Chainsaw Man,Animation,9669,TV Tokyo,"Minato City, Tokyo Metropolis",86,,,,,Kikunosuke Toya,0.07,Denji (voice)
Chainsaw Man,Animation,9669,TV Tokyo,"Minato City, Tokyo Metropolis",86,,,,,Tomori Kusunoki,0.17,Makima (voice)
Chainsaw Man,Animation,9669,TV Tokyo,"Minato City, Tokyo Metropolis",86,,,,,Shogo Sakata,0.12,Aki Hayakawa (voice)
Chainsaw Man,Animation,9669,TV Tokyo,"Minato City, Tokyo Metropolis",86,,,,,Fairouz Ai,0.09,Power (voice)
Chainsaw Man,Animation,9669,TV Tokyo,"Minato City, Tokyo Metropolis",86,,,,,Shiori Izawa,0.13,Pochita (voice)
Chainsaw Man,Animation,9669,TV Tokyo,"Minato City, Tokyo Metropolis",86,104,1,DOG & CHAINSAW,2022-10-12,,,
Chainsaw Man,Animation,9669,TV Tokyo,"Minato City, Tokyo Metropolis",86,105,2,ARRIVAL IN TOKYO,2022-10-19,,,
